t_sec,x_m,y_m,z_m,rx_rad,ry_rad,rz_rad
1.777535,0.386094,0.136505,0.270814,2.769043,0.783592,0.886110
1.781389,0.386082,0.136973,0.270649,2.770905,0.783771,0.886807
1.784997,0.386101,0.137375,0.270567,2.771505,0.783931,0.886308
1.788105,0.386034,0.137657,0.270394,2.771417,0.782048,0.881370
1.791382,0.385900,0.137981,0.270093,2.773358,0.782358,0.875578
1.793870,0.385870,0.138482,0.269675,2.771698,0.783611,0.874142
1.798354,0.385983,0.140025,0.269187,2.774521,0.788644,0.881072
1.810882,0.385971,0.141613,0.268634,2.778076,0.792870,0.884371
1.817125,0.386033,0.142914,0.267860,2.781348,0.797277,0.883643
1.825456,0.386226,0.144204,0.267062,2.779684,0.798365,0.887754
1.829960,0.386438,0.145511,0.266287,2.779407,0.801508,0.891357
1.833144,0.386494,0.146028,0.265756,2.775172,0.802213,0.889141
1.842137,0.386523,0.146774,0.264795,2.771648,0.803246,0.885269
1.852294,0.386478,0.148267,0.263690,2.771211,0.803439,0.885113
1.873663,0.386371,0.149850,0.262636,2.771273,0.809380,0.880619
1.885452,0.386205,0.151298,0.261649,2.773182,0.812485,0.876834
1.887613,0.385983,0.152469,0.260446,2.775751,0.811655,0.868762
1.896590,0.385845,0.153746,0.259469,2.774442,0.820290,0.865465
1.907468,0.385857,0.154832,0.258843,2.776228,0.820347,0.864620
1.916769,0.385857,0.155906,0.258300,2.775466,0.831760,0.867063
1.920204,0.385910,0.157309,0.257671,2.771707,0.845902,0.867051
1.932578,0.386084,0.159496,0.256933,2.766897,0.858947,0.867332
1.935278,0.386009,0.160156,0.256614,2.766390,0.861955,0.870186
1.938929,0.385870,0.160645,0.256262,2.764642,0.867734,0.871223
1.942218,0.385638,0.160629,0.255982,2.767429,0.856793,0.878968
1.949287,0.385264,0.160532,0.255506,2.768715,0.852253,0.874292
1.955774,0.385193,0.160701,0.254975,2.768793,0.851772,0.872113
1.959132,0.385220,0.160916,0.254745,2.765230,0.855479,0.870897
1.962547,0.385191,0.161214,0.254470,2.760316,0.861650,0.868626
1.965904,0.385161,0.161517,0.254144,2.758590,0.867865,0.857551
1.969070,0.385153,0.161655,0.254096,2.757378,0.869565,0.859459
1.972505,0.385121,0.161717,0.254012,2.757372,0.869617,0.858970
2.008747,0.383681,0.163309,0.250369,2.777730,0.850730,0.854308
2.011569,0.383717,0.163458,0.250194,2.781484,0.849804,0.857308
2.014667,0.383576,0.163503,0.249971,2.785054,0.856448,0.860600
2.018348,0.383619,0.164052,0.249400,2.785837,0.856322,0.859630
2.021626,0.383506,0.164214,0.248805,2.791555,0.861104,0.863418
2.025730,0.383406,0.164483,0.248344,2.795303,0.857614,0.860583
2.028772,0.383225,0.164284,0.247782,2.791081,0.861532,0.860306
2.032081,0.383090,0.164178,0.247267,2.790054,0.851985,0.852566
2.035387,0.382760,0.163640,0.246979,2.792006,0.848811,0.849157
2.038453,0.382708,0.163931,0.246453,2.790120,0.851745,0.841834
2.041875,0.382628,0.164164,0.245819,2.791971,0.860110,0.841744
2.045101,0.382555,0.164792,0.245321,2.799774,0.863078,0.837035
2.048459,0.382628,0.165536,0.244936,2.802425,0.874808,0.840811
2.051743,0.382721,0.166286,0.244560,2.806604,0.887620,0.845244
2.055585,0.382772,0.166676,0.244566,2.808685,0.890484,0.851967
2.058391,0.382837,0.167013,0.244629,2.807287,0.893459,0.874568
2.061966,0.382836,0.167026,0.244231,2.806815,0.885185,0.869280
2.064961,0.382723,0.166788,0.243994,2.808942,0.883809,0.862147
2.069249,0.382671,0.166949,0.243824,2.808749,0.881283,0.865692
2.072547,0.382558,0.166987,0.243578,2.809214,0.881127,0.863920
2.075894,0.382443,0.167048,0.243274,2.813090,0.876908,0.836281
2.078885,0.382336,0.167095,0.243144,2.814134,0.887298,0.846670
2.082261,0.382274,0.167260,0.242810,2.813740,0.885598,0.849581
2.085386,0.382137,0.167009,0.242430,2.815178,0.884849,0.842478
2.088746,0.382080,0.166547,0.242572,2.808541,0.882177,0.840991
2.091581,0.382026,0.166063,0.242771,2.800727,0.882990,0.849539
2.094932,0.382039,0.165862,0.243231,2.796345,0.875226,0.846327
2.098884,0.382060,0.165600,0.243629,2.790653,0.870939,0.849620
2.111780,0.381650,0.165266,0.243084,2.792511,0.876347,0.852525
2.114729,0.381507,0.165403,0.242712,2.798028,0.865593,0.847298
2.119049,0.381384,0.165362,0.242363,2.803420,0.858399,0.846414
2.122698,0.381315,0.165430,0.242136,2.806490,0.859677,0.845266
2.125546,0.381199,0.165530,0.241785,2.812888,0.860512,0.843847
2.220999,0.379720,0.170513,0.233823,2.847486,0.920801,0.827934
2.242082,0.379409,0.170391,0.233220,2.846072,0.915714,0.832609
2.244960,0.379281,0.169853,0.233308,2.840685,0.901507,0.833947
2.254403,0.379580,0.169622,0.233946,2.845285,0.877734,0.807620
2.260547,0.379874,0.169352,0.234565,2.840032,0.876175,0.855400
2.267816,0.379660,0.168682,0.234559,2.836004,0.857484,0.836861
2.271293,0.379393,0.167955,0.234594,2.837211,0.840722,0.825814
