t_sec,x_m,y_m,z_m,rx_rad,ry_rad,rz_rad
1.584050,0.380971,0.113871,0.159791,2.682632,0.393910,1.190048
1.587690,0.380929,0.113866,0.159860,2.679574,0.395312,1.191403
1.590765,0.380914,0.113879,0.159927,2.678866,0.393421,1.192219
1.594219,0.380841,0.113991,0.160001,2.677287,0.394931,1.196108
1.597336,0.380719,0.114174,0.160044,2.676009,0.398721,1.196595
1.600728,0.380565,0.114362,0.160021,2.676999,0.401794,1.196067
1.603879,0.380468,0.114527,0.160067,2.676566,0.402110,1.199834
1.607631,0.380356,0.114660,0.160141,2.677655,0.402908,1.201642
1.610634,0.380329,0.114691,0.160242,2.674964,0.407255,1.201423
1.614069,0.380318,0.114663,0.160372,2.674233,0.405209,1.205676
1.617314,0.380213,0.114662,0.160522,2.675450,0.402113,1.207327
1.620644,0.380034,0.114703,0.160582,2.677410,0.402475,1.205008
1.623907,0.379851,0.114857,0.160736,2.676384,0.405297,1.206990
1.626866,0.379675,0.115011,0.160924,2.677838,0.403082,1.210490
1.630709,0.379562,0.115171,0.161128,2.676615,0.404760,1.212674
1.633963,0.379545,0.115315,0.161320,2.672888,0.404992,1.217400
1.637254,0.379422,0.115544,0.161479,2.670762,0.406131,1.222504
1.640585,0.379272,0.115732,0.161518,2.671312,0.402175,1.225652
1.644083,0.379023,0.116012,0.161522,2.673598,0.398502,1.228788
1.647375,0.378649,0.116344,0.161449,2.677342,0.396502,1.228630
1.650956,0.378181,0.116630,0.161356,2.683263,0.393539,1.226842
1.654089,0.377819,0.116770,0.161299,2.685854,0.389634,1.224970
1.657419,0.377380,0.116954,0.161316,2.690838,0.385850,1.221888
1.660856,0.377035,0.117052,0.161349,2.694138,0.381594,1.219300
1.677782,0.376744,0.117089,0.161448,2.685179,0.387584,1.219988
1.679295,0.376431,0.117194,0.161526,2.681048,0.391003,1.221826
1.688734,0.376139,0.117328,0.161594,2.673046,0.401693,1.224541
1.692942,0.375960,0.117371,0.161616,2.661547,0.413558,1.228698
1.696203,0.375778,0.117448,0.161626,2.649803,0.426627,1.232091
1.703968,0.375553,0.117602,0.161603,2.649163,0.431557,1.234273
1.705636,0.375370,0.117774,0.161606,2.643461,0.440705,1.235923
1.715955,0.375023,0.117970,0.161549,2.644219,0.444556,1.233985
1.717242,0.374654,0.118401,0.161637,2.647397,0.446257,1.235203
1.737051,0.374202,0.118848,0.161705,2.647479,0.449714,1.237193
1.748220,0.373825,0.119210,0.161813,2.649423,0.449975,1.239186
1.751544,0.373506,0.119546,0.161937,2.647694,0.452514,1.241459
1.754446,0.373275,0.119736,0.162097,2.648867,0.450069,1.246868
1.761921,0.373075,0.119723,0.162114,2.642210,0.455392,1.246961
1.763961,0.372971,0.119659,0.162164,2.637774,0.459116,1.247902
